id_transaccion,fecha_compra,nombre_empresa_cliente,categoria_producto,producto_sku,cantidad,precio_unitario,metodo_pago,estado_pedido,descuento_aplicado
365,1/28/2024,Avaveo,insumos gastronómicos de alta calidad,"Beans - Long, Chinese",99,$2783.95,Efectivo,error: undefined method `first' for nil:NilClass,
366,7/15/2024,Skajo,insumos gastronómicos de alta calidad,"Bread - Rolls, Rye",153,$843.60,tarjeta débito,error: undefined method `first' for nil:NilClass,4
367,7/21/2025,Bluezoom,insumos gastronómicos de alta calidad,Ice Cream Bar - Oreo Cone,153,$3501.32,Efectivo,error: undefined method `first' for nil:NilClass,13
368,11/9/2025,Viva,insumos gastronómicos de alta calidad,Heavy Duty Dust Pan,155,$4461.00,transferencia,,8
369,3/19/2025,Browsezoom,insumos gastronómicos de alta calidad,"Tendrils - Baby Pea, Organic",283,$2584.89,Cheque,error: undefined method `first' for nil:NilClass,
370,12/6/2024,Tambee,insumos gastronómicos de alta calidad,Pastry - Chocolate Marble Tea,309,$3792.34,Transferencia,error: undefined method `first' for nil:NilClass,2
371,12/17/2024,Tekfly,insumos gastronómicos de alta calidad,Chip - Potato Dill Pickle,367,$618.30,Tarjeta,error: undefined method `first' for nil:NilClass,
372,12/8/2025,,insumos gastronómicos de alta calidad,Spic And Span All Purpose,453,$4287.52,Transferencia,error: undefined method `first' for nil:NilClass,23
373,10/24/2024,Agivu,insumos gastronómicos de alta calidad,Coffee Beans - Chocolate,446,$2337.95,Efectivo,error: undefined method `first' for nil:NilClass,4
374,4/29/2024,Meetz,insumos gastronómicos de alta calidad,Tofu - Soft,263,$4750.44,Efectivo,,
375,9/21/2025,LiveZ,insumos gastronómicos de alta calidad,"Pasta - Penne, Rigate, Dry",297,$4253.33,Cheque,error: undefined method `first' for nil:NilClass,
376,4/9/2024,Latz,insumos gastronómicos de alta calidad,Beef Tenderloin Aaa,73,$4116.49,transferencia,error: undefined method `first' for nil:NilClass,25
377,4/21/2024,Shuffledrive,insumos gastronómicos de alta calidad,"Ham - Smoked, Bone - In",163,$4351.86,tarjeta débito,error: undefined method `first' for nil:NilClass,22
378,6/7/2025,Kare,insumos gastronómicos de alta calidad,"Flour - Corn, Fine",146,$2413.50,Tarjeta,error: undefined method `first' for nil:NilClass,11
379,11/15/2025,Talane,insumos gastronómicos de alta calidad,"Soup - Beef, Base Mix",42,$1323.85,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
380,5/24/2025,,insumos gastronómicos de alta calidad,Muffin - Mix - Bran And Maple 15l,113,$3021.04,transferencia,error: undefined method `first' for nil:NilClass,2
381,5/2/2026,Thoughtmix,insumos gastronómicos de alta calidad,Tray - 12in Rnd Blk,274,$2205.91,Tarjeta,error: undefined method `first' for nil:NilClass,1
382,8/7/2025,Agivu,insumos gastronómicos de alta calidad,Vinegar - White Wine,17,$1661.32,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
383,4/16/2026,Reallinks,insumos gastronómicos de alta calidad,Pastry - Key Limepoppy Seed Tea,254,$869.62,TRANSF.,error: undefined method `first' for nil:NilClass,2
384,3/16/2024,Skalith,insumos gastronómicos de alta calidad,"Doilies - 10, Paper",217,$2553.29,tarjeta débito,error: undefined method `first' for nil:NilClass,
385,9/24/2024,Jaxworks,insumos gastronómicos de alta calidad,Longos - Grilled Veg Sandwiches,154,$1874.67,Tarjeta,error: undefined method `first' for nil:NilClass,26
386,10/28/2025,Riffpath,insumos gastronómicos de alta calidad,"Pail - 4l White, With Handle",393,$1287.94,Cheque,error: undefined method `first' for nil:NilClass,
387,7/12/2024,Browseblab,insumos gastronómicos de alta calidad,"Lemonade - Black Cherry, 591 Ml",196,$2150.72,tarjeta débito,,0
388,4/19/2024,Lazz,insumos gastronómicos de alta calidad,"Beans - Navy, Dry",170,$4289.89,transferencia,error: undefined method `first' for nil:NilClass,
389,4/21/2025,Jazzy,insumos gastronómicos de alta calidad,Chicken - Livers,335,$3798.79,Cheque,,
390,7/7/2024,Yodo,insumos gastronómicos de alta calidad,Piping - Bags Quizna,38,$1794.26,Transferencia,error: undefined method `first' for nil:NilClass,
391,3/2/2024,Divavu,insumos gastronómicos de alta calidad,Gatorade - Xfactor Berry,125,$1447.95,Cheque,error: undefined method `first' for nil:NilClass,10
392,10/24/2024,Fivechat,insumos gastronómicos de alta calidad,Muffin Carrot - Individual,331,$2741.36,cheque a 30 dias,error: undefined method `first' for nil:NilClass,23
393,9/10/2025,Thoughtbeat,insumos gastronómicos de alta calidad,Truffle - Whole Black Peeled,337,$1582.55,tarjeta de crétdito,,
394,4/15/2025,Innotype,insumos gastronómicos de alta calidad,"Wine - Red, Antinori Santa",383,$744.29,Cheque,error: undefined method `first' for nil:NilClass,29
395,2/27/2025,Flashpoint,insumos gastronómicos de alta calidad,Sping Loaded Cup Dispenser,21,$1332.70,TRANSF.,error: undefined method `first' for nil:NilClass,
396,2/14/2026,,insumos gastronómicos de alta calidad,Pasta - Fusili Tri - Coloured,92,$3674.85,Efectivo,error: undefined method `first' for nil:NilClass,
397,3/22/2024,Oba,insumos gastronómicos de alta calidad,"Star Anise, Whole",34,$3322.94,tarjeta débito,error: undefined method `first' for nil:NilClass,
398,4/15/2025,Eazzy,insumos gastronómicos de alta calidad,"Beef - Rouladin, Sliced",339,$630.50,Cheque,,
399,3/5/2024,Tagcat,insumos gastronómicos de alta calidad,Gatorade - Cool Blue Raspberry,38,$1233.34,TRANSF.,error: undefined method `first' for nil:NilClass,26
400,1/24/2025,Fivechat,insumos gastronómicos de alta calidad,"Lamb - Leg, Diced",312,$2566.84,Tarjeta,,
401,9/14/2025,Gabcube,insumos gastronómicos de alta calidad,Tomatoes - Hot House,140,$1878.22,TRANSF.,error: undefined method `first' for nil:NilClass,
402,9/21/2025,Brainverse,insumos gastronómicos de alta calidad,Bread - Corn Muffaleta Onion,89,$835.94,Transferencia,error: undefined method `first' for nil:NilClass,3
403,3/2/2026,Demizz,insumos gastronómicos de alta calidad,"Vermouth - Sweet, Cinzano",458,$2412.50,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,10
404,4/27/2025,Flashpoint,insumos gastronómicos de alta calidad,Apples - Spartan,27,$4577.46,transferencia,,3
405,2/8/2026,Oyope,insumos gastronómicos de alta calidad,"Chicken - Thigh, Bone In",6,$3861.37,transferencia,error: undefined method `first' for nil:NilClass,
406,7/3/2024,Rooxo,insumos gastronómicos de alta calidad,Rice - Wild,230,$4485.11,TRANSF.,error: undefined method `first' for nil:NilClass,
407,7/16/2024,Fliptune,insumos gastronómicos de alta calidad,Lamb - Shanks,137,$1511.02,tarjeta débito,error: undefined method `first' for nil:NilClass,3
408,7/23/2024,Agivu,insumos gastronómicos de alta calidad,Flour - So Mix Cake White,289,$4985.90,Transferencia,error: undefined method `first' for nil:NilClass,
409,9/20/2024,Edgeify,insumos gastronómicos de alta calidad,Sesame Seed,249,$804.12,cheque a 30 dias,error: undefined method `first' for nil:NilClass,1
410,6/2/2024,Vidoo,insumos gastronómicos de alta calidad,Wonton Wrappers,440,$3596.73,Transferencia,error: undefined method `first' for nil:NilClass,
411,12/15/2025,Eidel,insumos gastronómicos de alta calidad,Tarts Assorted,371,$4782.08,Efectivo,error: undefined method `first' for nil:NilClass,
412,5/4/2026,Tambee,insumos gastronómicos de alta calidad,Tea - Vanilla Chai,237,$4073.60,TRANSF.,error: undefined method `first' for nil:NilClass,
413,7/30/2024,Devbug,insumos gastronómicos de alta calidad,Wine - German Riesling,247,$4391.20,transferencia,error: undefined method `first' for nil:NilClass,9
414,6/20/2024,Wordware,insumos gastronómicos de alta calidad,Garbage Bags - Clear,471,$4465.65,transferencia,error: undefined method `first' for nil:NilClass,1
415,4/23/2025,Tanoodle,insumos gastronómicos de alta calidad,Breadfruit,383,$4813.89,TRANSF.,error: undefined method `first' for nil:NilClass,
416,5/22/2024,Einti,insumos gastronómicos de alta calidad,Longos - Chicken Cordon Bleu,84,$4577.38,Tarjeta,error: undefined method `first' for nil:NilClass,
417,1/12/2024,Oyoyo,insumos gastronómicos de alta calidad,Broom And Broom Rack White,347,$4394.07,TRANSF.,error: undefined method `first' for nil:NilClass,
418,11/7/2025,Skynoodle,insumos gastronómicos de alta calidad,Potato - Sweet,97,$1002.08,tarjeta débito,,9
419,4/5/2024,Edgewire,insumos gastronómicos de alta calidad,Ecolab - Balanced Fusion,343,$4875.32,Efectivo,error: undefined method `first' for nil:NilClass,14
420,1/27/2025,Browsetype,insumos gastronómicos de alta calidad,Rice - Wild,295,$1368.85,Transferencia,error: undefined method `first' for nil:NilClass,27
421,2/14/2024,Skajo,insumos gastronómicos de alta calidad,Container Clear 8 Oz,145,$3921.46,Tarjeta,error: undefined method `first' for nil:NilClass,29
422,3/8/2025,,insumos gastronómicos de alta calidad,Mushroom - King Eryingii,299,$4701.13,tarjeta débito,error: undefined method `first' for nil:NilClass,8
423,2/15/2025,Lazz,insumos gastronómicos de alta calidad,Mustard Prepared,363,$3112.56,Cheque,error: undefined method `first' for nil:NilClass,17
424,4/23/2025,,insumos gastronómicos de alta calidad,Garlic - Elephant,204,$2200.94,Efectivo,error: undefined method `first' for nil:NilClass,14
425,3/25/2025,Mydeo,insumos gastronómicos de alta calidad,"Sauce - Apple, Unsweetened",61,$1773.39,transferencia,error: undefined method `first' for nil:NilClass,30
426,4/14/2025,Midel,insumos gastronómicos de alta calidad,Sour Puss Raspberry,129,$1485.05,Cheque,error: undefined method `first' for nil:NilClass,0
427,3/4/2025,Kaymbo,insumos gastronómicos de alta calidad,"Tart Shells - Savory, 2",450,$3636.42,Efectivo,error: undefined method `first' for nil:NilClass,
428,2/27/2025,Zoonder,insumos gastronómicos de alta calidad,Pumpkin,21,$2704.67,transferencia,error: undefined method `first' for nil:NilClass,
429,12/29/2024,Eare,insumos gastronómicos de alta calidad,"Wine - Red, Wolf Blass, Yellow",430,$2944.02,Cheque,error: undefined method `first' for nil:NilClass,
430,3/8/2026,,insumos gastronómicos de alta calidad,Corn - Mini,178,$2076.60,TRANSF.,error: undefined method `first' for nil:NilClass,26
431,10/16/2024,Skibox,insumos gastronómicos de alta calidad,Raspberries - Fresh,76,$4642.99,Tarjeta,error: undefined method `first' for nil:NilClass,
432,2/26/2025,Zoomcast,insumos gastronómicos de alta calidad,Wine - Segura Viudas Aria Brut,250,$742.20,Cheque,,29
433,2/6/2025,Eabox,insumos gastronómicos de alta calidad,"C - Plus, Orange",294,$958.52,Cheque,error: undefined method `first' for nil:NilClass,
434,9/22/2024,Kazu,insumos gastronómicos de alta calidad,Fib N9 - Prague Powder,92,$2761.02,TRANSF.,error: undefined method `first' for nil:NilClass,23
435,8/18/2025,Yakijo,insumos gastronómicos de alta calidad,Piping - Bags Quizna,190,$3307.26,Cheque,error: undefined method `first' for nil:NilClass,7
436,5/4/2026,Trudoo,insumos gastronómicos de alta calidad,Compound - Orange,169,$578.19,transferencia,error: undefined method `first' for nil:NilClass,8
437,10/24/2024,Flipstorm,insumos gastronómicos de alta calidad,Bread - Malt,325,$3737.53,tarjeta débito,error: undefined method `first' for nil:NilClass,18
438,9/8/2024,Zazio,insumos gastronómicos de alta calidad,Lady Fingers,42,$3159.87,Cheque,error: undefined method `first' for nil:NilClass,
439,2/18/2024,Topiczoom,insumos gastronómicos de alta calidad,Oil - Pumpkinseed,45,$2187.49,Tarjeta,error: undefined method `first' for nil:NilClass,
440,4/25/2024,Livepath,insumos gastronómicos de alta calidad,Cabbage - Green,154,$2099.04,Efectivo,error: undefined method `first' for nil:NilClass,13
441,2/17/2025,Skipstorm,insumos gastronómicos de alta calidad,"Chicken - Base, Ultimate",238,$4063.82,Efectivo,error: undefined method `first' for nil:NilClass,
442,3/8/2024,Babbleblab,insumos gastronómicos de alta calidad,Beer - Steamwhistle,306,$2407.83,Tarjeta,error: undefined method `first' for nil:NilClass,20
443,2/3/2026,Fiveclub,insumos gastronómicos de alta calidad,Tomatoes,176,$1506.31,Tarjeta,error: undefined method `first' for nil:NilClass,8
444,4/7/2026,Eire,insumos gastronómicos de alta calidad,Bread - Rye,213,$1782.80,cheque a 30 dias,error: undefined method `first' for nil:NilClass,2
445,2/29/2024,Zoomcast,insumos gastronómicos de alta calidad,Squash - Guords,191,$1321.58,TRANSF.,error: undefined method `first' for nil:NilClass,
446,1/22/2026,Izio,insumos gastronómicos de alta calidad,Puff Pastry - Sheets,152,$2516.44,tarjeta débito,,
447,8/15/2024,Yata,insumos gastronómicos de alta calidad,Extract Vanilla Pure,132,$2162.19,Transferencia,error: undefined method `first' for nil:NilClass,24
448,4/13/2025,Zoozzy,insumos gastronómicos de alta calidad,Juice Peach Nectar,450,$750.29,tarjeta débito,error: undefined method `first' for nil:NilClass,23
449,10/21/2024,Brightdog,insumos gastronómicos de alta calidad,Wine - Port Late Bottled Vintage,73,$1584.94,tarjeta débito,error: undefined method `first' for nil:NilClass,25
450,9/9/2025,Voonte,insumos gastronómicos de alta calidad,Sauce - Hp,379,$1130.22,Efectivo,error: undefined method `first' for nil:NilClass,
451,1/18/2026,Riffpath,insumos gastronómicos de alta calidad,Compound - Rum,477,$4785.88,cheque a 30 dias,error: undefined method `first' for nil:NilClass,29
452,8/13/2025,Mydeo,insumos gastronómicos de alta calidad,Appetizer - Seafood Assortment,257,$4978.90,tarjeta débito,error: undefined method `first' for nil:NilClass,
453,5/8/2024,Twinte,insumos gastronómicos de alta calidad,"Nestea - Ice Tea, Diet",473,$3940.07,Efectivo,,
454,4/16/2025,Realfire,insumos gastronómicos de alta calidad,Mahi Mahi,238,$4208.36,TRANSF.,error: undefined method `first' for nil:NilClass,1
455,7/17/2024,Edgetag,insumos gastronómicos de alta calidad,"Turkey - Breast, Boneless Sk On",39,$2917.68,Transferencia,error: undefined method `first' for nil:NilClass,24
456,2/9/2024,Nlounge,insumos gastronómicos de alta calidad,Shiro Miso,498,$4635.47,transferencia,error: undefined method `first' for nil:NilClass,9
457,3/24/2026,Jatri,insumos gastronómicos de alta calidad,Wine - Crozes Hermitage E.,371,$3929.76,Efectivo,error: undefined method `first' for nil:NilClass,23
458,1/25/2026,Twitterbeat,insumos gastronómicos de alta calidad,Cheese Cloth No 100,335,$3704.01,transferencia,error: undefined method `first' for nil:NilClass,
459,5/18/2024,Izio,insumos gastronómicos de alta calidad,"Jam - Raspberry,jar",7,$2613.59,TRANSF.,error: undefined method `first' for nil:NilClass,
460,10/2/2025,Dabtype,insumos gastronómicos de alta calidad,Beer - Upper Canada Light,327,$4068.09,cheque a 30 dias,error: undefined method `first' for nil:NilClass,6
461,9/19/2025,BlogXS,insumos gastronómicos de alta calidad,Campari,382,$4629.60,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,28
462,3/14/2025,,insumos gastronómicos de alta calidad,Rhubarb,36,$4028.10,Tarjeta,error: undefined method `first' for nil:NilClass,19
463,5/21/2026,Brainsphere,insumos gastronómicos de alta calidad,Sauce - Cranberry,22,$4209.92,Cheque,error: undefined method `first' for nil:NilClass,2
464,9/16/2024,Realmix,insumos gastronómicos de alta calidad,Asparagus - Mexican,413,$508.02,Efectivo,,26
465,9/18/2024,Jayo,insumos gastronómicos de alta calidad,Wine - Casillero Deldiablo,431,$4621.51,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,20
466,10/7/2024,Trudeo,insumos gastronómicos de alta calidad,Broom And Broom Rack White,120,$1781.43,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,11
467,1/21/2024,Yacero,insumos gastronómicos de alta calidad,Cream - 10%,42,$3816.49,cheque a 30 dias,error: undefined method `first' for nil:NilClass,11
468,11/17/2024,Oozz,insumos gastronómicos de alta calidad,Gatorade - Fruit Punch,137,$3755.22,cheque a 30 dias,error: undefined method `first' for nil:NilClass,18
469,7/10/2024,Babblestorm,insumos gastronómicos de alta calidad,Dikon,487,$4783.57,transferencia,error: undefined method `first' for nil:NilClass,21
470,10/17/2025,,insumos gastronómicos de alta calidad,Steamers White,163,$2773.71,cheque a 30 dias,error: undefined method `first' for nil:NilClass,20
471,3/24/2025,Blogtags,insumos gastronómicos de alta calidad,"Pepper - Black, Whole",415,$1758.95,Tarjeta,error: undefined method `first' for nil:NilClass,12
472,2/8/2024,Photobug,insumos gastronómicos de alta calidad,Chocolate - Chips Compound,57,$2196.61,Efectivo,error: undefined method `first' for nil:NilClass,29
473,1/23/2026,Thoughtstorm,insumos gastronómicos de alta calidad,"Tart Shells - Sweet, 2",345,$1805.71,Tarjeta,,16
474,11/3/2025,Camido,insumos gastronómicos de alta calidad,"Tortillas - Flour, 8",160,$3533.49,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
475,5/25/2024,Aimbo,insumos gastronómicos de alta calidad,Irish Cream - Baileys,121,$4051.10,tarjeta débito,error: undefined method `first' for nil:NilClass,4
476,4/10/2025,Pixonyx,insumos gastronómicos de alta calidad,"Chicken - Breast, 5 - 7 Oz",279,$1313.43,Transferencia,error: undefined method `first' for nil:NilClass,29
477,3/25/2026,Photolist,insumos gastronómicos de alta calidad,Milk - 2% 250 Ml,440,$2842.62,Cheque,error: undefined method `first' for nil:NilClass,4
478,12/7/2024,BlogXS,insumos gastronómicos de alta calidad,Mushroom - Morel Frozen,363,$3173.67,TRANSF.,error: undefined method `first' for nil:NilClass,18
479,2/12/2024,Aibox,insumos gastronómicos de alta calidad,Bread - Triangle White,92,$3247.91,Tarjeta,error: undefined method `first' for nil:NilClass,13
480,7/15/2025,Shuffletag,insumos gastronómicos de alta calidad,Beef - Rib Eye Aaa,235,$1788.40,Cheque,error: undefined method `first' for nil:NilClass,
481,8/15/2025,Brainbox,insumos gastronómicos de alta calidad,Ice Cream Bar - Hagen Daz,361,$962.31,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
482,1/19/2026,Oyoyo,insumos gastronómicos de alta calidad,Orange Roughy 4/6 Oz,332,$2294.14,Efectivo,error: undefined method `first' for nil:NilClass,
483,10/26/2025,Talane,insumos gastronómicos de alta calidad,Pastry - Chocolate Chip Muffin,196,$4451.70,TRANSF.,error: undefined method `first' for nil:NilClass,17
484,7/31/2024,Avamba,insumos gastronómicos de alta calidad,Melon - Watermelon Yellow,376,$2035.44,Transferencia,error: undefined method `first' for nil:NilClass,3
485,6/13/2026,Devbug,insumos gastronómicos de alta calidad,Pepper - Cayenne,413,$3579.74,transferencia,error: undefined method `first' for nil:NilClass,9
486,6/20/2026,Roomm,insumos gastronómicos de alta calidad,"Coconut - Creamed, Pure",401,$1940.96,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
487,5/14/2024,Rhynyx,insumos gastronómicos de alta calidad,"Lobster - Baby, Boiled",405,$1867.30,Cheque,error: undefined method `first' for nil:NilClass,27
488,3/26/2026,Twitternation,insumos gastronómicos de alta calidad,Crackers - Water,195,$1728.25,cheque a 30 dias,,
489,4/24/2026,Skiptube,insumos gastronómicos de alta calidad,Oneshot Automatic Soap System,140,$4062.40,Transferencia,error: undefined method `first' for nil:NilClass,3
490,5/10/2025,Twitterlist,insumos gastronómicos de alta calidad,Nacho Chips,14,$2048.29,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
491,9/25/2025,Browsecat,insumos gastronómicos de alta calidad,"Nut - Hazelnut, Whole",332,$1610.23,TRANSF.,error: undefined method `first' for nil:NilClass,
492,4/14/2024,Oodoo,insumos gastronómicos de alta calidad,Soup - Tomato Mush. Florentine,104,$2736.35,tarjeta débito,error: undefined method `first' for nil:NilClass,16
493,9/22/2024,Eare,insumos gastronómicos de alta calidad,Wine - Taylors Reserve,298,$1707.60,tarjeta débito,error: undefined method `first' for nil:NilClass,19
494,7/9/2024,Blogspan,insumos gastronómicos de alta calidad,"Beef - Ox Tail, Frozen",102,$3500.92,Cheque,error: undefined method `first' for nil:NilClass,16
495,6/28/2025,Zoozzy,insumos gastronómicos de alta calidad,Aspic - Clear,94,$1626.60,Cheque,error: undefined method `first' for nil:NilClass,
496,1/11/2024,Avamba,insumos gastronómicos de alta calidad,"Chicken - Leg, Boneless",145,$3010.59,Transferencia,,30
497,4/26/2025,Yombu,insumos gastronómicos de alta calidad,"Pasta - Penne, Rigate, Dry",316,$4497.52,TRANSF.,error: undefined method `first' for nil:NilClass,12
498,9/7/2025,Oodoo,insumos gastronómicos de alta calidad,"Pepper - Black, Whole",54,$4189.52,Transferencia,error: undefined method `first' for nil:NilClass,18
499,3/31/2025,Blognation,insumos gastronómicos de alta calidad,Chips Potato Swt Chilli Sour,285,$1345.49,tarjeta de crétdito,,
500,10/20/2025,Roombo,insumos gastronómicos de alta calidad,Wine - Sawmill Creek Autumn,278,$1683.62,Efectivo,error: undefined method `first' for nil:NilClass,23
501,3/24/2025,Twitterbeat,insumos gastronómicos de alta calidad,Breakfast Quesadillas,474,$1061.75,tarjeta débito,error: undefined method `first' for nil:NilClass,18
502,10/20/2025,Kazu,insumos gastronómicos de alta calidad,Parsley - Dried,357,$2185.25,Cheque,,
503,10/28/2025,Meevee,insumos gastronómicos de alta calidad,Dried Peach,441,$953.62,tarjeta débito,error: undefined method `first' for nil:NilClass,
504,7/13/2025,Twimbo,insumos gastronómicos de alta calidad,Creamers - 10%,479,$1167.16,TRANSF.,error: undefined method `first' for nil:NilClass,19
505,1/29/2025,Reallinks,insumos gastronómicos de alta calidad,"Flour - Buckwheat, Dark",343,$1228.78,Efectivo,error: undefined method `first' for nil:NilClass,20
506,2/6/2024,Buzzster,insumos gastronómicos de alta calidad,Ecolab - Hobart Washarm End Cap,452,$1956.14,tarjeta débito,error: undefined method `first' for nil:NilClass,26
507,7/21/2025,Fanoodle,insumos gastronómicos de alta calidad,Beer - Maudite,373,$4736.89,Transferencia,error: undefined method `first' for nil:NilClass,18
508,1/26/2024,Feedbug,insumos gastronómicos de alta calidad,Heavy Duty Dust Pan,164,$4224.19,tarjeta débito,error: undefined method `first' for nil:NilClass,
509,11/9/2025,,insumos gastronómicos de alta calidad,Sour Puss - Tangerine,358,$3065.73,Efectivo,error: undefined method `first' for nil:NilClass,4
510,7/31/2025,Browsecat,insumos gastronómicos de alta calidad,Milk - Skim,423,$4465.87,Efectivo,error: undefined method `first' for nil:NilClass,12
511,9/3/2024,Buzzdog,insumos gastronómicos de alta calidad,Yokaline,464,$672.77,cheque a 30 dias,error: undefined method `first' for nil:NilClass,2
512,9/16/2025,Topiczoom,insumos gastronómicos de alta calidad,Sauce - Chili,150,$3092.50,cheque a 30 dias,,
513,4/13/2024,Eimbee,insumos gastronómicos de alta calidad,"Bread - Dark Rye, Loaf",290,$1701.62,Cheque,error: undefined method `first' for nil:NilClass,
514,5/30/2024,Yamia,insumos gastronómicos de alta calidad,"Tart Shells - Savory, 2",479,$519.63,TRANSF.,error: undefined method `first' for nil:NilClass,
515,6/1/2024,Meevee,insumos gastronómicos de alta calidad,Chocolate - Semi Sweet,346,$3629.24,Cheque,error: undefined method `first' for nil:NilClass,24
516,10/1/2024,Yakidoo,insumos gastronómicos de alta calidad,Beef - Rib Eye Aaa,465,$2827.69,Tarjeta,error: undefined method `first' for nil:NilClass,6
517,7/27/2025,,insumos gastronómicos de alta calidad,"Cheese - Cheddar, Mild",200,$2120.60,tarjeta débito,error: undefined method `first' for nil:NilClass,4
518,5/14/2026,Edgetag,insumos gastronómicos de alta calidad,Mustard - Individual Pkg,402,$1064.80,cheque a 30 dias,error: undefined method `first' for nil:NilClass,12
519,5/8/2025,Agimba,insumos gastronómicos de alta calidad,Blouse / Shirt / Sweater,387,$2239.83,Cheque,error: undefined method `first' for nil:NilClass,
520,5/28/2026,Oyoyo,insumos gastronómicos de alta calidad,Wine - Cotes Du Rhone Parallele,231,$541.59,tarjeta débito,error: undefined method `first' for nil:NilClass,0
521,5/6/2024,Wikizz,insumos gastronómicos de alta calidad,"Bread - Roll, Whole Wheat",417,$1925.47,Tarjeta,error: undefined method `first' for nil:NilClass,
522,5/21/2024,Realbuzz,insumos gastronómicos de alta calidad,Croissants Thaw And Serve,460,$1658.10,tarjeta débito,error: undefined method `first' for nil:NilClass,22
523,2/7/2024,Livetube,insumos gastronómicos de alta calidad,"Flour - Buckwheat, Dark",340,$2187.20,cheque a 30 dias,error: undefined method `first' for nil:NilClass,14
524,1/30/2025,Katz,insumos gastronómicos de alta calidad,Sherbet - Raspberry,8,$2368.95,transferencia,error: undefined method `first' for nil:NilClass,10
525,11/17/2025,Photospace,insumos gastronómicos de alta calidad,Paper - Brown Paper Mini Cups,29,$2239.47,Efectivo,error: undefined method `first' for nil:NilClass,16
526,4/15/2024,,insumos gastronómicos de alta calidad,Wine - Rubyport,242,$1947.93,TRANSF.,error: undefined method `first' for nil:NilClass,19
527,8/1/2024,Jabbersphere,insumos gastronómicos de alta calidad,Clams - Bay,291,$1930.36,Tarjeta,error: undefined method `first' for nil:NilClass,
528,12/17/2025,,insumos gastronómicos de alta calidad,Ice Cream - Life Savers,160,$3230.94,Efectivo,error: undefined method `first' for nil:NilClass,8
529,10/26/2024,Edgeblab,insumos gastronómicos de alta calidad,Cheese - Parmigiano Reggiano,20,$2787.54,Tarjeta,error: undefined method `first' for nil:NilClass,18
530,1/10/2024,Eare,insumos gastronómicos de alta calidad,Tea - Honey Green Tea,353,$4922.89,Cheque,,3
531,10/8/2025,Devify,insumos gastronómicos de alta calidad,"Bread - Crumbs, Bulk",356,$4971.12,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
532,7/13/2024,Browsedrive,insumos gastronómicos de alta calidad,Gatorade - Xfactor Berry,303,$3612.97,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
533,7/31/2024,Photolist,insumos gastronómicos de alta calidad,Grand Marnier,198,$3773.08,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,5
534,4/24/2026,Thoughtworks,insumos gastronómicos de alta calidad,Cocoa Butter,476,$4231.50,Tarjeta,error: undefined method `first' for nil:NilClass,3
535,6/7/2024,Kwilith,insumos gastronómicos de alta calidad,Grapes - Green,286,$2538.62,Tarjeta,error: undefined method `first' for nil:NilClass,16
536,4/26/2026,Twimbo,insumos gastronómicos de alta calidad,Mushroom - Chanterelle Frozen,14,$1277.82,Transferencia,error: undefined method `first' for nil:NilClass,
537,11/8/2025,Roombo,insumos gastronómicos de alta calidad,Sandwich Wrap,408,$4802.75,TRANSF.,error: undefined method `first' for nil:NilClass,
538,2/14/2026,Yamia,insumos gastronómicos de alta calidad,Wine - Sogrape Mateus Rose,146,$3569.71,transferencia,error: undefined method `first' for nil:NilClass,3
539,6/4/2026,Rooxo,insumos gastronómicos de alta calidad,"Vermacelli - Sprinkles, Assorted",89,$2439.27,tarjeta débito,error: undefined method `first' for nil:NilClass,
540,10/1/2024,,insumos gastronómicos de alta calidad,Chocolate - Chips Compound,455,$1355.12,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,30
541,5/5/2026,Jabberbean,insumos gastronómicos de alta calidad,Vacuum Bags 12x16,227,$4102.53,tarjeta débito,error: undefined method `first' for nil:NilClass,9
542,10/28/2025,Flashspan,insumos gastronómicos de alta calidad,Dragon Fruit,111,$4078.95,Transferencia,error: undefined method `first' for nil:NilClass,
543,9/16/2025,Zoozzy,insumos gastronómicos de alta calidad,Lettuce - Red Leaf,301,$3830.48,cheque a 30 dias,error: undefined method `first' for nil:NilClass,3
544,4/9/2025,Twitternation,insumos gastronómicos de alta calidad,Sauerkraut,218,$4477.97,transferencia,error: undefined method `first' for nil:NilClass,
545,11/17/2024,,insumos gastronómicos de alta calidad,Tea - Herbal I Love Lemon,6,$2374.46,Transferencia,error: undefined method `first' for nil:NilClass,18
546,5/9/2024,Shufflebeat,insumos gastronómicos de alta calidad,Soap - Hand Soap,273,$4856.91,tarjeta débito,error: undefined method `first' for nil:NilClass,
547,1/11/2026,Skilith,insumos gastronómicos de alta calidad,Fondant - Icing,54,$3114.22,transferencia,error: undefined method `first' for nil:NilClass,9
